target,src_fm
"@Test public void testConvertLightYear() { double ly = 1.0; double mm = 9.4607304725808E18; double cm = 9.4607304725808E17; double dm = 9.4607304725808E16; double m = 9.4607304725808E15; double dam = 9.4607304725808E14; double hm = 9.4607304725808E13; double km = 9.4607304725808E12; double in = 3.7246970364491341E17; double ft = 3.1039141970409452E16; double yd = 1.034638065680315E16; double mi = 5.878625373183607E12; double nm = 5.108385784330886E12; DistanceConverter converter0 = new DistanceConverter(DistanceEnum.LIGHT_YEAR, DistanceEnum.LIGHT_YEAR); assertEquals(ly, converter0.convert(ly), delta); DistanceConverter converter1 = new DistanceConverter(DistanceEnum.LIGHT_YEAR, DistanceEnum.MILLIMETER); assertEquals(mm, converter1.convert(ly), delta); DistanceConverter converter2 = new DistanceConverter(DistanceEnum.LIGHT_YEAR, DistanceEnum.CENTIMETER); assertEquals(cm, converter2.convert(ly), delta); DistanceConverter converter3 = new DistanceConverter(DistanceEnum.LIGHT_YEAR, DistanceEnum.DECIMETER); assertEquals(dm, converter3.convert(ly), delta); DistanceConverter converter4 = new DistanceConverter(DistanceEnum.LIGHT_YEAR, DistanceEnum.METER); assertEquals(m, converter4.convert(ly), delta); DistanceConverter converter5 = new DistanceConverter(DistanceEnum.LIGHT_YEAR, DistanceEnum.HECTOMETER); assertEquals(hm, converter5.convert(ly), delta); DistanceConverter converter6 = new DistanceConverter(DistanceEnum.LIGHT_YEAR, DistanceEnum.DEKAMETER); assertEquals(dam, converter6.convert(ly), delta); DistanceConverter converter7 = new DistanceConverter(DistanceEnum.LIGHT_YEAR, DistanceEnum.KILOMETER); assertEquals(km, converter7.convert(ly), delta); DistanceConverter converter8 = new DistanceConverter(DistanceEnum.LIGHT_YEAR, DistanceEnum.INCH); assertEquals(in, converter8.convert(ly), delta); DistanceConverter converter9 = new DistanceConverter(DistanceEnum.LIGHT_YEAR, DistanceEnum.FOOT); assertEquals(ft, converter9.convert(ly), delta); DistanceConverter converter10 = new DistanceConverter(DistanceEnum.LIGHT_YEAR, DistanceEnum.YARD); assertEquals(yd, converter10.convert(ly), delta); DistanceConverter converter11 = new DistanceConverter(DistanceEnum.LIGHT_YEAR, DistanceEnum.MILE); assertEquals(mi, converter11.convert(ly), delta); DistanceConverter converter12 = new DistanceConverter(DistanceEnum.LIGHT_YEAR, DistanceEnum.NAUTICAL_MILE); assertEquals(nm, converter12.convert(ly), delta); }",public double convert(double value) { if (Double.isNaN(value)) { return value; } if (this.deFrom.equals(this.deTo)) { return value; } BigDecimal bdResult = new BigDecimal(String.valueOf(value)).multiply(this.multiplier); return bdResult.doubleValue(); }
"@Test public void datesWithThaiBuddhistChronology() { assertTrue(SystemDateTimePatternManager.isDate(""1345-02-28 พ.ศ."")); assertTrue(SystemDateTimePatternManager.isDate(""1345-02-28 ปีก่อนคริสต์กาลที่"")); }","public static boolean isDate(String value) { if (checkDatesPreconditions(value)) return findOneDateTimePattern(DATE_PATTERN_GROUP_LIST, value).isPresent(); return false; }"
"@Test public void testConvertSECONDS() { assertEquals(year, new DurationConverter(ChronoUnit.SECONDS, ChronoUnit.YEARS).convert(second), delta); assertEquals(month, new DurationConverter(ChronoUnit.SECONDS, ChronoUnit.MONTHS).convert(second), delta); assertEquals(week, new DurationConverter(ChronoUnit.SECONDS, ChronoUnit.WEEKS).convert(second), delta); assertEquals(day, new DurationConverter(ChronoUnit.SECONDS, ChronoUnit.DAYS).convert(second), delta); assertEquals(hour, new DurationConverter(ChronoUnit.SECONDS, ChronoUnit.HOURS).convert(second), delta); assertEquals(minute, new DurationConverter(ChronoUnit.SECONDS, ChronoUnit.MINUTES).convert(second), delta); assertEquals(second, new DurationConverter(ChronoUnit.SECONDS, ChronoUnit.SECONDS).convert(second), delta); assertEquals(millisecond, new DurationConverter(ChronoUnit.SECONDS, ChronoUnit.MILLIS).convert(second), delta); }","public double convert(double value) { if (noNeedConvert(value)) { return value; } double days = handleDays(value); return handleFinalResult(value, days); }"
"@Test public void testConvertZero() { double zero = 0; assertEquals(zero, new DurationConverter(DurationConverter.DEFAULT_FROM_UNIT, DurationConverter.DEFAULT_TO_UNIT) .convert(zero), delta); }","public double convert(double value) { if (noNeedConvert(value)) { return value; } double days = handleDays(value); return handleFinalResult(value, days); }"
"@Test public void testRemoveDMAndLowerCase() { assertEquals(null, AlgoBox.removeDMAndLowerCase(null)); assertEquals(TEST_STR, AlgoBox.removeDMAndLowerCase(TEST_STR)); assertEquals(BLANK_STR, AlgoBox.removeDMAndLowerCase(BLANK_STR)); assertEquals(""testdtestm"", AlgoBox.removeDMAndLowerCase(""TestDtestM"")); assertEquals(""test test12"", AlgoBox.removeDMAndLowerCase(""Test test12"")); assertEquals(SPACE_STR, AlgoBox.removeDMAndLowerCase(SPACE_STR)); assertEquals(QUO_STR, AlgoBox.removeDMAndLowerCase(QUO_STR)); assertEquals(JAPANESE1_STR, AlgoBox.removeDMAndLowerCase(JAPANESE1_STR)); }",public static String removeDMAndLowerCase(String sInput) { if (sInput == null) { return null; } return lowerCase(removeDiacriticalMarks(sInput)); }
"@Test public void testGetClassName() { String className = CustomAttributeMatcherClassNameConvert.getClassName(classPath); assertEquals(""testCustomMatcher.myCustomMatcher"", className); }",public static String getClassName(String classPathParameter) { String[] allElements = classPathParameter.split(REGEXKEY); if (allElements.length > 0) { return allElements[allElements.length - 1]; } else { return classPathParameter; } }
"@Test public void testRemoveDuplicateCR() { DuplicateCharEraser duplicateCharEraser = new DuplicateCharEraser(); String input = ""a\rbccccdeaa\r\r\ry""; assertEquals(""a\rbccccdeaa\ry"", duplicateCharEraser.removeRepeatedChar(input)); }","public String removeRepeatedChar(String inputStr) { if (StringUtils.isEmpty(inputStr)) { return inputStr; } Matcher matcher = removeRepeatCharPattern.matcher(inputStr); return matcher.replaceAll(""$1""); }"
"@Test public void firstLettersIgnoreNumericsNoSeparators() { Acronym acronym = buildAcronym(FIRST_LETTERS_IGNORE_NUMERIC, AcronymSeparator.NONE); List<String> expected = Arrays.asList(""UNESaCO"", ""T"", ""At"", ""ER"", ""BNaL"", ""ATMPL"", ""am"", ""IO"", ""ATT"", ""Cc"", ""VUA""); assert (expected.size() == inputs.size()); for (int i = 0; i < inputs.size(); i++) { assertEquals(expected.get(i), acronym.transform(inputs.get(i))); } }","public String transform(String str) { TokenizedString tokenizedString = new TokenizedString(str, delimiterPattern); List<String> tokens = tokenizedString.getTokens(); if (tokens.size() == 0) { return StringUtils.EMPTY; } int start = 0; String firstApplied; do { firstApplied = abbrevMode.apply(tokens.get(start)); start++; } while (firstApplied.isEmpty() && start < tokens.size()); StringBuilder sb = new StringBuilder(firstApplied); if (separator == AcronymSeparator.KEEP_SPECIAL_CHARS) { Pattern specialCharPattern = Pattern.compile(separator.getValue()); List<String> separators = tokenizedString.getSeparators(); int nextSeparator = tokenizedString.isStartingWithSeparator() ? 1 : 0; for (int i = 1; i < tokens.size(); i++) { String chars = abbrevMode.apply(tokens.get(i)); if (!chars.isEmpty()) { sb.append(getSpecialChars(separators.get(nextSeparator), specialCharPattern)).append( abbrevMode.apply(tokens.get(i))); } nextSeparator++; } } else { for (int i = start; i < tokens.size(); i++) { String chars = abbrevMode.apply(tokens.get(i)); if (!chars.isEmpty()) { sb.append(separator.getValue()).append(abbrevMode.apply(tokens.get(i))); } } if (sb.length() > 0 && AcronymSeparator.PERIOD == separator) { sb.append(separator.getValue()); } } return sb.toString(); }"
"@Test public void testConvertWEEKS() { assertEquals(year, new DurationConverter(ChronoUnit.WEEKS, ChronoUnit.YEARS).convert(week), delta); assertEquals(month, new DurationConverter(ChronoUnit.WEEKS, ChronoUnit.MONTHS).convert(week), delta); assertEquals(week, new DurationConverter(ChronoUnit.WEEKS, ChronoUnit.WEEKS).convert(week), delta); assertEquals(day, new DurationConverter(ChronoUnit.WEEKS, ChronoUnit.DAYS).convert(week), delta); assertEquals(hour, new DurationConverter(ChronoUnit.WEEKS, ChronoUnit.HOURS).convert(week), delta); assertEquals(minute, new DurationConverter(ChronoUnit.WEEKS, ChronoUnit.MINUTES).convert(week), delta); assertEquals(second, new DurationConverter(ChronoUnit.WEEKS, ChronoUnit.SECONDS).convert(week), delta); assertEquals(millisecond, new DurationConverter(ChronoUnit.WEEKS, ChronoUnit.MILLIS).convert(week), delta); }","public double convert(double value) { if (noNeedConvert(value)) { return value; } double days = handleDays(value); return handleFinalResult(value, days); }"
"@Test public void testCheckConflictRuleValidWith2RulesCycDependency() { manager = new SurvivorshipManager(SampleData.RULE_PATH, SampleData.PKG_NAME); for (String str : SampleDataConflict.COLUMNS_CONFLICT.keySet()) { Column column = new Column(str, SampleDataConflict.COLUMNS_CONFLICT.get(str)); for (ConflictRuleDefinition element : SampleDataConflictCheckRule.RULES_CONFLICT_RESOLVE_CASE2) { if (column.getName().equals(element.getTargetColumn())) { column.getConflictResolveList().add(element); } } manager.getColumnList().add(column); } for (RuleDefinition element : SampleDataConflictCheckRule.RULES) { manager.addRuleDefinition(element); } Map<String, List<String>> checkConflictRuleValid = manager.checkConflictRuleValid(); assertTrue(""city1 and city2 should be exist circular dependency"", checkConflictRuleValid.containsKey(""city1"")); assertEquals(""city2 cannot be survived as city1 because of circular dependency"", ""city2 cannot be survived as city1 because of circular dependency"", checkConflictRuleValid.get(""city1"").get(0)); assertTrue(""city2 and city1 should be exist circular dependency"", checkConflictRuleValid.containsKey(""city2"")); assertEquals(""city1 cannot be survived as city2 because of circular dependency"", ""city1 cannot be survived as city2 because of circular dependency"", checkConflictRuleValid.get(""city2"").get(0)); }","public Map<String, List<String>> checkConflictRuleValid() { Map<String, List<String>> returnMap = new HashMap<>(); List<String> ruleColumnList = new ArrayList<>(); List<Column> executeOrder = new ArrayList<>(); Map<String, List<String>> cycDepenStatus = new HashMap<>(); for (RuleDefinition ruleDef : this.getRuleDefinitionList()) { ruleColumnList.add(ruleDef.getTargetColumn()); } for (Column col : this.getColumnList()) { String conflictTargetColumnName = col.getName(); for (ConflictRuleDefinition conRuleDef : col.getConflictResolveList()) { if (!ruleColumnList.contains(conflictTargetColumnName)) { List<String> messageList = returnMap.get(conflictTargetColumnName); if (messageList == null) { messageList = new ArrayList<>(); returnMap.put(conflictTargetColumnName, messageList); } String errorMessage = conflictTargetColumnName + "" does not contain any survived value""; if (!messageList.contains(errorMessage)) { messageList.add(errorMessage); } } if (Function.SurviveAs == conRuleDef.getFunction()) { String conflictRefColumnName = conRuleDef.getReferenceColumn(); if (!ruleColumnList.contains(conflictRefColumnName)) { List<String> messageList = returnMap.get(conflictRefColumnName); if (messageList == null) { messageList = new ArrayList<>(); returnMap.put(conflictRefColumnName, messageList); } String errorMessage = conflictRefColumnName + "" does not contain any survived value""; if (!messageList.contains(errorMessage)) { messageList.add(errorMessage); } } if (cycDepenStatus.get(conflictTargetColumnName) == null) { cycDepenStatus.put(conflictTargetColumnName, new ArrayList<String>()); } boolean checkCycDependency = checkCycDependency(conflictTargetColumnName, conflictRefColumnName, executeOrder, cycDepenStatus); if (!checkCycDependency) { List<String> messageList = returnMap.get(conflictRefColumnName); if (messageList == null) { messageList = new ArrayList<>(); returnMap.put(conflictRefColumnName, messageList); } String errorMessage = conflictTargetColumnName + "" cannot be survived as "" + conflictRefColumnName + "" because of circular dependency""; if (!messageList.contains(errorMessage)) { messageList.add(errorMessage); } } break; } } } if (returnMap.size() == 0) { this.getDataSet().setColumnOrder(fillOtherColumn(executeOrder)); } return returnMap; }"
"@Test public void testDereferencingIsIdentityForSchemaWithoutRef() { Schema schemaWithoutRefTypes = new Schema.Parser().parse( ""{\""type\"": \""record\"",\""name\"": \""base\"",\""namespace\"": \""tdc.qa\"",\""fields\"": [{ \""name\"": \""string1\"", \""type\"": \""string\"" },{ \""name\"": \""null1\"", \""type\"": \""null\"" },{ \""name\"": \""boolean1\"", \""type\"": \""boolean\"" },{ \""name\"": \""int1\"", \""type\"": \""int\"" },{ \""name\"": \""long1\"", \""type\"": \""long\"" },{ \""name\"": \""float1\"", \""type\"": \""float\"" },{ \""name\"": \""double1\"", \""type\"": \""double\"" },{ \""name\"": \""bytes1\"", \""type\"": \""bytes\"" },{\""name\"": \""enum1\"",\""type\"": {\""type\"": \""enum\"",\""name\"": \""enum11\"",\""symbols\"": [\""One\"", \""Two\"", \""Three\"", \""For\""]}},{ \""name\"": \""array1\"", \""type\"": { \""type\"": \""array\"", \""items\"": \""string\"" } },{ \""name\"": \""map1\"", \""type\"": { \""type\"": \""map\"", \""values\"": \""long\"" } },{ \""name\"": \""union1\"", \""type\"": [\""null\"", \""string\"", \""boolean\""] },{\""name\"": \""fixed1\"",\""type\"": { \""type\"": \""fixed\"", \""name\"": \""fixed\"", \""size\"": 15 }}]}""); assertEquals(schemaWithoutRefTypes, AvroUtils.dereferencing(schemaWithoutRefTypes)); }","public static Schema dereferencing(Schema schema) { Schema dereferencedSchema = schema; Stream names = getNamedTypes(schema); List<String> flattenNames = flattenStream(names); Set<String> distinctFlattenNames = new HashSet<>(flattenNames); if (distinctFlattenNames.size() != flattenNames.size()) { Map<String, String> namespaces = new HashMap<>(); for (String name : distinctFlattenNames) { namespaces.put(name, ""a""); } return buildDereferencedSchema(schema, namespaces); } return dereferencedSchema; }"
"@Test public void testDistroWithoutSeed() { for (int i = 0; i < distroNames.length; i++) { AbstractDuplicator<row1Struct, row2Struct> duplicator = new AbstractDuplicator<row1Struct, row2Struct>( grp_size_expectation, duplicate_percentage, distroNames[i]) { @Override protected row2Struct generateOutput(row1Struct v, boolean isOriginal) { row2Struct tmpStruct = new row2Struct(); tmpStruct.id = v.id; tmpStruct.city = v.city; if (isOriginal) { tmpStruct.ORIGINAL_MARK = false; } else { tmpStruct.ORIGINAL_MARK = true; } return tmpStruct; } }; int[] result = getCountResult(duplicator); Random random = duplicator.getRandom(); long seed = ((RandomWrapper) random).getSeed(); AbstractDuplicator<row1Struct, row2Struct> duplicator2 = new AbstractDuplicator<row1Struct, row2Struct>( grp_size_expectation, duplicate_percentage, distroNames[i], seed) { @Override protected row2Struct generateOutput(row1Struct v, boolean isOriginal) { row2Struct tmpStruct = new row2Struct(); tmpStruct.id = v.id; tmpStruct.city = v.city; if (isOriginal) { tmpStruct.ORIGINAL_MARK = false; } else { tmpStruct.ORIGINAL_MARK = true; } return tmpStruct; } }; int[] result2 = getCountResult(duplicator2); assertEquals(result[0], result2[0]); assertEquals(result[1], result2[1]); assertEquals(result[2], result2[2]); } }","protected Random getRandom() { if (rnd == null) { rnd = new RandomWrapper(); distribution.reseedRandomGenerator(rnd.getSeed()); if (LOG.isInfoEnabled()) { LOG.info( ""A seed is generated for Random generator. If a fixed seed is needed, set it in the advanced parameters of the tDuplicateRow component""); } } return rnd; }"
"@Test public void testConvertToHalfForNull() { ConversionConfig config = new ConversionConfig.Builder().fullToHalf().build(); CharWidthConverter converter = new CharWidthConverter(config); assertEquals(StringUtils.EMPTY, converter.convert(null)); }","public String convert(String input) { if (StringUtils.isEmpty(input)) { return StringUtils.EMPTY; } String result = null; switch (config.getMode()) { case NFKC: result = Normalizer.normalize(input, Normalizer.Form.NFKC); break; case HALF_TO_FULL: result = halfwidthToFullwidth(input); break; case FULL_TO_HALF: result = fullwidthToHalfwidth(input); break; default: break; } return result; }"
